x,activation
-2.000500250125062252e+01,-6.003001500750373420e-01
-1.997498749374687321e+01,-5.999999999999999778e-01
-1.994497248624312391e+01,-5.999999999999999778e-01
-1.991495747873936750e+01,-5.999999999999999778e-01
-1.988494247123561820e+01,-5.999999999999999778e-01
-1.985492746373186534e+01,-5.999999999999999778e-01
-1.982491245622811249e+01,-5.999999999999999778e-01
-1.979489744872436319e+01,-5.999999999999999778e-01
-1.976488244122061033e+01,-5.999999999999999778e-01
-1.973486743371685748e+01,-5.999999999999999778e-01
-1.970485242621310817e+01,-5.999999999999999778e-01
-1.967483741870935177e+01,-5.999999999999999778e-01
-1.964482241120560246e+01,-5.999999999999999778e-01
-1.961480740370185316e+01,-5.999999999999999778e-01
-1.958479239619809675e+01,-5.999999999999999778e-01
-1.955477738869434745e+01,-5.999999999999999778e-01
-1.952476238119059460e+01,-5.999999999999999778e-01
-1.949474737368684174e+01,-5.999999999999999778e-01
-1.946473236618309244e+01,-5.999999999999999778e-01
-1.943471735867933958e+01,-5.999999999999999778e-01
-1.940470235117558673e+01,-5.999999999999999778e-01
-1.937468734367183743e+01,-5.999999999999999778e-01
-1.934467233616808457e+01,-5.999999999999999778e-01
-1.931465732866433171e+01,-5.999999999999999778e-01
-1.928464232116058241e+01,-5.999999999999999778e-01
-1.925462731365682600e+01,-5.999999999999999778e-01
-1.922461230615307670e+01,-5.999999999999999778e-01
-1.919459729864932385e+01,-5.999999999999999778e-01
-1.916458229114557099e+01,-5.999999999999999778e-01
-1.913456728364182169e+01,-5.999999999999999778e-01
-1.910455227613806883e+01,-5.999999999999999778e-01
-1.907453726863431598e+01,-5.999999999999999778e-01
-1.904452226113056668e+01,-5.999999999999999778e-01
-1.901450725362681382e+01,-5.999999999999999778e-01
-1.898449224612306097e+01,-5.999999999999999778e-01
-1.895447723861931166e+01,-5.999999999999999778e-01
-1.892446223111555526e+01,-5.999999999999999778e-01
-1.889444722361180595e+01,-5.999999999999999778e-01
-1.886443221610805310e+01,-5.999999999999999778e-01
-1.883441720860430024e+01,-5.999999999999999778e-01
-1.880440220110055094e+01,-5.999999999999999778e-01
-1.877438719359679808e+01,-5.999999999999999778e-01
-1.874437218609304523e+01,-5.999999999999999778e-01
-1.871435717858929593e+01,-5.999999999999999778e-01
-1.868434217108554307e+01,-5.999999999999999778e-01
-1.865432716358179022e+01,-5.999999999999999778e-01
-1.862431215607804091e+01,-5.999999999999999778e-01
